,Platform Info
11019,['Xbox One']
11020,['iOS (iPhone/iPad)']
11021,['Xbox One']
11022,['iOS (iPhone/iPad)']
11023,['Game Boy Advance']
11024,['Nintendo Switch']
11025,['PlayStation 3']
11026,['PlayStation 4']
11027,['iOS (iPhone/iPad)']
11028,['PC']
11030,['Nintendo Switch']
11031,['PC']
11032,['PlayStation 3']
11033,['3DS']
11034,['Xbox 360']
11035,['iOS (iPhone/iPad)']
11036,['iOS (iPhone/iPad)']
11037,['Xbox 360']
11038,['Xbox One']
11039,['Xbox One']
11040,['PlayStation Vita']
11041,['PlayStation 5']
11042,['PC']
11043,['3DS']
11044,['Wii']
11045,['PC']
11046,['DS']
11047,['3DS']
11048,['PC']
11049,['PlayStation 4']
11050,['PC']
11051,['iOS (iPhone/iPad)']
11052,['PC']
11053,['PSP']
11054,['iOS (iPhone/iPad)']
11055,['PC']
11056,['DS']
11057,['PC']
11058,['PC']
11059,['PlayStation 3']
11060,['PC']
11061,['Wii']
11062,['PC']
11063,['Xbox 360']
11064,['PC']
11065,['iOS (iPhone/iPad)']
11066,['PC']
11067,['DS']
11068,['PlayStation 2']
11069,['PC']
11070,['Wii']
11071,['Xbox 360']
11072,['Nintendo Switch']
11073,['GameCube']
11074,['PC']
11075,['Xbox One']
11076,['Xbox 360']
11077,['PlayStation 3']
11078,['Xbox 360']
11079,['PlayStation 4']
11080,['Nintendo Switch']
11081,['iOS (iPhone/iPad)']
11083,['GameCube']
11084,['iOS (iPhone/iPad)']
11085,['Xbox 360']
11086,['PC']
11087,['Xbox 360']
11088,['iOS (iPhone/iPad)']
11089,['PlayStation 3']
11090,['PC']
11091,['PlayStation 4']
11092,['PlayStation 2']
11093,['PC']
11094,['PlayStation 2']
11095,['Xbox One']
11096,['PC']
11097,['DS']
11098,['PlayStation 3']
11099,['Game Boy Advance']
11100,['PlayStation']
11101,['Wii']
11102,['Nintendo Switch']
11103,['PSP']
11104,['PC']
11105,['PlayStation 4']
11106,['PC']
11107,['PC']
11108,['Xbox 360']
11109,['DS']
11110,['Nintendo Switch']
11112,['Xbox One']
11113,['PlayStation']
11114,['PC']
11115,['Nintendo Switch']
11116,['PlayStation 4']
11117,['PC']
11118,['iOS (iPhone/iPad)']
11119,['PlayStation Vita']
11120,['PlayStation 3']
11121,['PlayStation Vita']
11122,['iOS (iPhone/iPad)']
11123,['PC']
11124,['PC']
11125,['PC']
11126,['Nintendo Switch']
11127,['PC']
11128,['PlayStation 4']
11129,['Nintendo 64']
11130,['Xbox One']
11131,['Wii']
11132,['Xbox 360']
11133,['DS']
11134,['Wii U']
11135,['GameCube']
11136,['PlayStation Vita']
11137,['PC']
11138,['PlayStation 3']
11139,['Wii']
11140,['PC']
11141,['DS']
11142,['PC']
11143,['DS']
11144,['PC']
11145,['iOS (iPhone/iPad)']
11146,['PC']
11147,['PC']
11148,['PC']
11149,['Xbox 360']
11150,['Xbox']
11151,['PlayStation 2']
11152,['PC']
11153,['iOS (iPhone/iPad)']
11154,['GameCube']
11155,['PC']
11156,['PlayStation 4']
11157,['PC']
11158,['iOS (iPhone/iPad)']
11159,['PC']
11160,['PC']
11161,['PC']
11162,['PC']
11163,['PlayStation 2']
11164,['PlayStation 4']
11165,['Nintendo Switch']
11166,['Xbox 360']
11167,['PlayStation 3']
11168,['PC']
11169,['PlayStation 2']
11170,['PC']
11171,['PlayStation 3']
11172,['PC']
11174,['PSP']
11175,['3DS']
11176,['DS']
11177,['PlayStation 4']
11178,['PlayStation 4']
11179,['DS']
11180,['PC']
11181,['PlayStation 2']
11182,['Nintendo Switch']
11183,['PC']
11184,['iOS (iPhone/iPad)']
11185,['Game Boy Advance']
11186,['PlayStation 4']
11187,['Xbox 360']
11188,['PC']
11189,['Wii']
11190,['PC']
11191,['iOS (iPhone/iPad)']
11192,['PC']
11193,['PC']
11194,['Nintendo Switch']
11195,['iOS (iPhone/iPad)']
11196,['3DS']
11197,['PC']
11198,['PC']
11199,['Wii']
11200,['Game Boy Advance']
11201,['PC']
11202,['PSP']
11203,['PC']
11204,['PC']
11205,['PC']
11206,['PC']
11207,['PlayStation 4']
11208,['PC']
11209,['3DS']
11210,['PC']
11211,['PC']
11213,['PlayStation 2']
11214,['Nintendo 64']
11215,['PC']
11216,['PlayStation 5']
11217,['PC']
11218,['PlayStation 5']
11219,['PC']
11220,['PlayStation 2']
11221,['Xbox One']
11222,['iOS (iPhone/iPad)']
11223,['PlayStation 4']
11224,['PlayStation 2']
11225,['iOS (iPhone/iPad)']
11226,['PlayStation 4']
11227,['DS']
11228,['PC']
11229,['PlayStation 4']
11230,['Wii']
11231,['PC']
11232,['PC']
11233,['Xbox 360']
11234,['Wii']
11235,['PC']
11236,['PlayStation 3']
11237,['PC']
11238,['PlayStation 2']
11239,['PlayStation 4']
11240,['Nintendo Switch']
11241,['GameCube']
11242,['PC']
11243,['Wii']
11244,['PC']
11245,['DS']
11246,['Xbox 360']
11247,['PlayStation 2']
11248,['Xbox 360']
11249,['3DS']
11250,['PC']
11251,['Nintendo Switch']
11252,['Nintendo Switch']
11253,['GameCube']
11254,['PC']
11255,['PC']
11256,['iOS (iPhone/iPad)']
11257,['PlayStation 3']
11258,['PlayStation 2']
11259,['PC']
11260,['PC']
11261,['Dreamcast']
11262,['PC']
11263,['PlayStation 4']
11264,['PlayStation 4']
11265,['PlayStation 3']
11266,['PlayStation 2']
11267,['PlayStation 3']
11268,['GameCube']
11269,['GameCube']
11270,['PlayStation 3']
11271,['PC']
11272,['iOS (iPhone/iPad)']
11273,['PlayStation 2']
11274,['3DS']
11275,['PlayStation 4']
11276,['DS']
11277,['PC']
11278,['PlayStation Vita']
11279,['PC']
11280,['3DS']
11281,['PlayStation 4']
11282,['PlayStation 4']
11283,['Xbox']
11284,['GameCube']
11285,['iOS (iPhone/iPad)']
11286,['Xbox 360']
11287,['Game Boy Advance']
11288,['PlayStation 2']
11289,['PlayStation Vita']
11291,['Game Boy Advance']
11292,['PC']
11293,['iOS (iPhone/iPad)']
11294,['PC']
11295,['PC']
11296,['iOS (iPhone/iPad)']
11297,['PlayStation 4']
11298,['Xbox One']
11299,['PC']
11300,['Nintendo Switch']
11301,['DS']
11302,['PC']
11303,['Wii']
11304,['PC']
11305,['PC']
11306,['3DS']
11307,['PC']
11308,['iOS (iPhone/iPad)']
11309,['PC']
11310,['PC']
11311,['PC']
11312,['PlayStation 4']
11313,['Wii U']
11314,['Xbox One']
11315,['GameCube']
11316,['Nintendo Switch']
11317,['Wii']
11318,['PC']
11319,['PlayStation 3']
11320,['PlayStation 3']
11321,['PC']
11322,['iOS (iPhone/iPad)']
11323,['PlayStation 4']
11324,['PlayStation 4']
11325,['PC']
11326,['PC']
11327,['PC']
11328,['PC']
11329,['PlayStation 4']
11330,['iOS (iPhone/iPad)']
11331,['Xbox 360']
11332,['Xbox 360']
11333,['PlayStation 3']
11334,['Xbox 360']
11335,['Xbox One']
11336,['PlayStation 3']
11337,['PC']
11338,['Xbox One']
11339,['DS']
11340,['Xbox One']
11341,['iOS (iPhone/iPad)']
11342,['PlayStation 4']
11343,['PC']
11344,['Xbox One']
11345,['iOS (iPhone/iPad)']
11346,['PC']
11347,['Xbox']
11348,['Xbox 360']
11349,['Game Boy Advance']
11350,['Xbox 360']
11351,['PlayStation 4']
11352,['Xbox One']
11353,['PlayStation 3']
11354,['iOS (iPhone/iPad)']
11355,['Xbox']
11356,['Wii U']
11357,['PC']
11358,['3DS']
11359,['PlayStation 4']
11360,['PC']
11361,['Wii']
11362,['PC']
11363,['Game Boy Advance']
11364,['PC']
11365,['iOS (iPhone/iPad)']
11366,['iOS (iPhone/iPad)']
11367,['Nintendo Switch']
11368,['Nintendo Switch']
11369,['PC']
11370,['PC']
11371,['PC']
11372,['PlayStation 3']
11373,['PC']
11374,['PC']
11375,['Xbox 360']
11376,['Xbox 360']
11377,['iOS (iPhone/iPad)']
11378,['Game Boy Advance']
11379,['PC']
11380,['PC']
11381,['iOS (iPhone/iPad)']
11382,['PlayStation 4']
11383,['Xbox 360']
11384,['Xbox Series X']
11385,['PSP']
11386,['DS']
11387,['PlayStation']
11388,['DS']
11389,['PC']
11390,['PC']
11391,['Xbox One']
11392,['PC']
11393,['PC']
11394,['Wii']
11395,['PlayStation 3']
11396,['PC']
11397,['PC']
11398,['PlayStation 4']
11399,['PC']
11400,['Nintendo Switch']
11401,['PlayStation 4']
11402,['Xbox 360']
11403,['PC']
11404,['Game Boy Advance']
11405,['PC']
11406,['Nintendo Switch']
11407,['PlayStation 4']
11408,['Game Boy Advance']
11409,['iOS (iPhone/iPad)']
11410,['PC']
11411,['PlayStation 3']
11412,['PC']
11413,['PC']
11414,['Wii']
11415,['Xbox 360']
11416,['PC']
11417,['Xbox 360']
11418,['Nintendo Switch']
11419,['PC']
11420,['PC']
11421,['iOS (iPhone/iPad)']
11422,['iOS (iPhone/iPad)']
11423,['Wii']
11424,['PC']
11425,['Xbox']
11426,['Xbox 360']
11427,['PSP']
11428,['iOS (iPhone/iPad)']
11429,['PlayStation Vita']
11430,['iOS (iPhone/iPad)']
11431,['PlayStation 2']
11432,['Xbox Series X']
11433,['PC']
11434,['PlayStation 3']
11435,['PC']
11436,['PC']
11437,['DS']
11438,['Nintendo Switch']
11439,['PlayStation 5']
11440,['DS']
11441,['Nintendo Switch']
11442,['PC']
11443,['DS']
11444,['PlayStation 4']
11445,['Xbox 360']
11446,['PC']
11447,['iOS (iPhone/iPad)']
11448,['Xbox 360']
11449,['PlayStation 4']
11450,['PlayStation 2']
11451,['iOS (iPhone/iPad)']
11452,['PC']
11453,['PC']
11454,['Wii']
11455,['PC']
11456,['Wii']
11457,['PC']
11458,['3DS']
11459,['PC']
11460,['Wii']
11461,['Dreamcast']
11462,['Xbox One']
11463,['iOS (iPhone/iPad)']
11464,['iOS (iPhone/iPad)']
11465,['Xbox 360']
11466,['DS']
11468,['Xbox Series X']
11469,['Nintendo Switch']
11470,['PC']
11471,['3DS']
11472,['iOS (iPhone/iPad)']
11473,['3DS']
11474,['Nintendo Switch']
11475,['PC']
11476,['PC']
11477,['PlayStation 2']
11478,['PC']
11479,['PC']
11480,['PC']
11481,['PlayStation 4']
11482,['Nintendo Switch']
11483,['Nintendo Switch']
11484,['PC']
11485,['iOS (iPhone/iPad)']
11486,['iOS (iPhone/iPad)']
11487,['PlayStation 4']
11488,['3DS']
11489,['PC']
11490,['PlayStation 3']
11491,['PC']
11492,['PC']
11493,['PC']
11494,['PlayStation 3']
11495,['PlayStation 3']
11496,['Nintendo Switch']
11497,['PC']
11498,['PC']
11499,['DS']
11500,['3DS']
11501,['PC']
11502,['Xbox 360']
11503,['PC']
11504,['GameCube']
11505,['PlayStation 4']
11506,['PlayStation 2']
11507,['3DS']
11508,['PlayStation 4']
11509,['Xbox']
11510,['PC']
11511,['PSP']
11512,['PSP']
11513,['DS']
11514,['PC']
11515,['Xbox 360']
11516,['PC']
11517,['PC']
11518,['iOS (iPhone/iPad)']
11519,['PlayStation 3']
11520,['PC']
11521,['Game Boy Advance']
11522,['PC']
11523,['PC']
11524,['PlayStation 2']
11525,['Nintendo Switch']
11526,['3DS']
11527,['Game Boy Advance']
11528,['PC']
11529,['Nintendo Switch']
11530,['DS']
11531,['PlayStation 4']
11532,['Wii']
11533,['PC']
11534,['PlayStation 2']
11535,['PC']
11536,['PlayStation 5']
11537,['PC']
11538,['PC']
11539,['PC']
11540,['PlayStation 2']
11541,['PC']
11542,['Nintendo Switch']
11543,['PC']
11544,['PC']
11545,['PSP']
11546,['PSP']
11547,['Nintendo Switch']
11548,['PC']
11549,['PlayStation 3']
11550,['PlayStation 4']
11551,['Xbox One']
11552,['PC']
11553,['PC']
11554,['DS']
11555,['PC']
11556,['PlayStation 4']
11557,['PC']
11558,['Xbox 360']
11559,['3DS']
11560,['Xbox']
11561,['iOS (iPhone/iPad)']
11562,['iOS (iPhone/iPad)']
11563,['Game Boy Advance']
11564,['Dreamcast']
11565,['PlayStation 4']
11566,['iOS (iPhone/iPad)']
11567,['PC']
11568,['PC']
11569,['Xbox 360']
11570,['PC']
11571,['Nintendo Switch']
11572,['PlayStation 2']
11573,['iOS (iPhone/iPad)']
11574,['PlayStation 3']
11575,['PC']
11576,['PC']
11577,['PlayStation 3']
11578,['DS']
11579,['3DS']
11580,['iOS (iPhone/iPad)']
11581,['PC']
11582,['GameCube']
11583,['Game Boy Advance']
11584,['PC']
11585,['Wii']
11586,['Xbox 360']
11587,['PlayStation 4']
11588,['3DS']
11589,['PC']
11590,['PlayStation 3']
11591,['PlayStation 4']
11592,['PlayStation Vita']
11593,['PC']
11594,['Xbox 360']
11595,['Xbox 360']
11596,['PlayStation Vita']
11597,['PC']
11598,['PC']
11599,['Xbox 360']
11600,['Xbox 360']
11601,['PlayStation 2']
11602,['DS']
11603,['PlayStation 2']
11604,['Xbox 360']
11606,['PlayStation 4']
11607,['DS']
11608,['PC']
11609,['Xbox']
11610,['Game Boy Advance']
11611,['PC']
11612,['iOS (iPhone/iPad)']
11613,['PlayStation']
11614,['PC']
11615,['Wii']
11616,['Dreamcast']
11617,['iOS (iPhone/iPad)']
11618,['PC']
11619,['Nintendo Switch']
11620,['Xbox 360']
11621,['Xbox One']
11622,['Xbox']
11623,['PlayStation 2']
11624,['PlayStation 2']
11625,['PC']
11626,['PC']
11627,['iOS (iPhone/iPad)']
11628,['PlayStation 2']
11629,['Xbox 360']
11630,['PC']
11631,['iOS (iPhone/iPad)']
11632,['Game Boy Advance']
11633,['Wii U']
11634,['PC']
11635,['iOS (iPhone/iPad)']
11636,['PlayStation 3']
11637,['PlayStation 2']
11638,['PlayStation 3']
11639,['Xbox 360']
11640,['DS']
11641,['iOS (iPhone/iPad)']
11642,['PC']
11643,['PC']
11644,['PC']
11645,['Wii']
11646,['PlayStation 2']
11647,['PlayStation 2']
11648,['PC']
11649,['Wii']
11650,['PC']
11651,['PSP']
11652,['iOS (iPhone/iPad)']
11653,['Nintendo Switch']
11654,['Nintendo Switch']
11655,['iOS (iPhone/iPad)']
11656,['iOS (iPhone/iPad)']
11658,['PC']
11659,['Xbox 360']
11660,['Xbox Series X']
11661,['PC']
11662,['PlayStation 2']
11663,['iOS (iPhone/iPad)']
11664,['Xbox']
11665,['PC']
11666,['Xbox 360']
11667,['PlayStation 2']
11668,['DS']
11669,['Xbox 360']
11670,['PC']
11671,['Xbox']
11672,['PlayStation 4']
11673,['PC']
11674,['Nintendo Switch']
11675,['PC']
11676,['PC']
11677,['PC']
11679,['PlayStation 2']
11680,['Wii']
11681,['DS']
11682,['iOS (iPhone/iPad)']
11683,['PC']
11684,['PC']
11685,['PC']
11686,['PlayStation 2']
11687,['PC']
11688,['PlayStation 3']
11689,['PlayStation 4']
11690,['PC']
11691,['PC']
11692,['PSP']
11693,['PC']
11694,['Xbox 360']
11695,['PC']
11697,['PlayStation 4']
11698,['Dreamcast']
11699,['PC']
11700,['PC']
11701,['PlayStation 2']
11702,['PlayStation 4']
11703,['DS']
11704,['PlayStation 2']
11705,['PSP']
11706,['PC']
11707,['PC']
11708,['PlayStation 2']
11709,['iOS (iPhone/iPad)']
11711,['PlayStation 3']
11712,['3DS']
11713,['3DS']
11714,['PC']
11715,['PSP']
11716,['iOS (iPhone/iPad)']
11717,['Xbox 360']
11718,['PC']
11719,['Game Boy Advance']
11720,['Nintendo Switch']
11721,['PC']
11722,['PlayStation 2']
11723,['PC']
11724,['Xbox 360']
11725,['Xbox 360']
11726,['iOS (iPhone/iPad)']
11727,['PC']
11728,['PC']
11730,['Nintendo 64']
11731,['PC']
11732,['PlayStation 4']
11733,['PlayStation 4']
11734,['PC']
11735,['iOS (iPhone/iPad)']
11736,['PlayStation 2']
11737,['Xbox 360']
11738,['Nintendo Switch']
11739,['PlayStation Vita']
11740,['DS']
11741,['iOS (iPhone/iPad)']
11742,['Nintendo Switch']
11743,['GameCube']
11744,['PC']
11745,['PlayStation 4']
11746,['PlayStation 2']
11747,['Nintendo Switch']
11748,['iOS (iPhone/iPad)']
11749,['PC']
11750,['PC']
11751,['iOS (iPhone/iPad)']
11752,['PlayStation 4']
11753,['DS']
11754,['PC']
11755,['PlayStation 4']
11756,['PC']
11757,['3DS']
11758,['PlayStation 4']
11759,['3DS']
11760,['iOS (iPhone/iPad)']
11761,['PC']
11762,['PlayStation 2']
11763,['PlayStation']
11764,['iOS (iPhone/iPad)']
11765,['Nintendo Switch']
11766,['PC']
11767,['PC']
11768,['Xbox']
11769,['PlayStation']
11770,['iOS (iPhone/iPad)']
11771,['DS']
11772,['PC']
11773,['PlayStation 4']
11774,['PC']
11775,['PC']
11776,['PlayStation 3']
11777,['Xbox']
11778,['Nintendo Switch']
11779,['PC']
11780,['PC']
11781,['Game Boy Advance']
11782,['Xbox']
11783,['PC']
11784,['GameCube']
11785,['PlayStation 2']
11786,['3DS']
11787,['PlayStation']
11788,['PlayStation 2']
11789,['DS']
11790,['PC']
11791,['DS']
11792,['PlayStation 2']
11793,['Nintendo Switch']
11794,['PC']
11795,['Xbox']
11796,['Xbox One']
11797,['PlayStation 4']
11798,['PlayStation 3']
11799,['Xbox']
11800,['PlayStation 2']
11801,['PlayStation 3']
11803,['PC']
11804,['PC']
11805,['Xbox 360']
11806,['iOS (iPhone/iPad)']
11807,['Nintendo Switch']
11808,['PC']
11809,['PC']
11810,['PC']
11811,['Xbox 360']
11812,['Xbox']
11813,['iOS (iPhone/iPad)']
11814,['Xbox']
11815,['PC']
11816,['PC']
11817,['PC']
11818,['PC']
11819,['PC']
11820,['PlayStation 2']
11821,['DS']
11822,['GameCube']
11823,['iOS (iPhone/iPad)']
11824,['Xbox 360']
11825,['DS']
11826,['PlayStation 3']
11827,['PC']
11828,['PC']
11829,['PSP']
11830,['PC']
11831,['PC']
11832,['PlayStation']
11833,['PC']
11834,['Wii']
11835,['GameCube']
11836,['PSP']
11837,['PC']
11838,['PC']
11839,['PSP']
11840,['Wii']
11841,['Xbox One']
11842,['PC']
11843,['PC']
11844,['iOS (iPhone/iPad)']
11845,['PlayStation 3']
11846,['Xbox']
11847,['Xbox 360']
11848,['iOS (iPhone/iPad)']
11849,['PC']
11850,['PlayStation 3']
11851,['PC']
11852,['Xbox']
11853,['PlayStation 4']
11854,['Xbox 360']
11855,['PC']
11856,['Wii']
11857,['PC']
11858,['Xbox']
11859,['Xbox']
11860,['PlayStation 3']
11861,['PlayStation 4']
11862,['PlayStation 2']
11863,['PlayStation 2']
11864,['PlayStation 2']
11865,['PlayStation Vita']
11866,['PC']
11867,['Nintendo Switch']
11868,['PC']
11869,['iOS (iPhone/iPad)']
11870,['iOS (iPhone/iPad)']
11871,['PlayStation']
11872,['iOS (iPhone/iPad)']
11873,['PlayStation 3']
11874,['iOS (iPhone/iPad)']
11875,['iOS (iPhone/iPad)']
11876,['PC']
11877,['Xbox 360']
11878,['Game Boy Advance']
11879,['iOS (iPhone/iPad)']
11880,['PlayStation 4']
11881,['PC']
11882,['PC']
11883,['PlayStation 5']
11884,['PC']
11885,['PSP']
11886,['PlayStation 2']
11887,['DS']
11888,['Xbox']
11889,['PlayStation 2']
11890,['PlayStation 4']
11891,['PlayStation 4']
11892,['PC']
11893,['PC']
11894,['PC']
11895,['PC']
11896,['PC']
11897,['PC']
11898,['Game Boy Advance']
11899,['Nintendo Switch']
11900,['PC']
11901,['PlayStation 4']
11902,['Xbox One']
11903,['Nintendo Switch']
11904,['GameCube']
11905,['Xbox One']
11906,['PlayStation 3']
11907,['Xbox']
11908,['PSP']
11909,['Xbox 360']
11910,['Nintendo Switch']
11911,['Nintendo Switch']
11912,['GameCube']
11913,['PlayStation 4']
11914,['Xbox One']
11915,['PC']
11916,['Xbox 360']
11917,['PC']
11918,['Xbox']
11919,['PlayStation 2']
11920,['DS']
11921,['PlayStation 2']
11922,['PlayStation 3']
11923,['iOS (iPhone/iPad)']
11924,['Nintendo Switch']
11925,['PSP']
11926,['PC']
11927,['PC']
11928,['PC']
11929,['PC']
11930,['PC']
11931,['Xbox 360']
11932,['PC']
11933,['PC']
11934,['PC']
11935,['iOS (iPhone/iPad)']
11936,['DS']
11937,['PSP']
11938,['PC']
11939,['Wii']
11940,['PlayStation 5']
11941,['iOS (iPhone/iPad)']
11942,['iOS (iPhone/iPad)']
11943,['PlayStation Vita']
11944,['PC']
11945,['PlayStation 4']
11946,['Xbox 360']
11947,['DS']
11948,['PSP']
11949,['iOS (iPhone/iPad)']
11950,['Xbox 360']
11951,['PC']
11952,['Game Boy Advance']
11953,['PC']
11954,['PlayStation 4']
11955,['PC']
11956,['Xbox']
11957,['Wii']
11958,['PlayStation 3']
11959,['Xbox 360']
11960,['PC']
11961,['PlayStation 4']
11962,['PlayStation']
11963,['PC']
11964,['PC']
11965,['PlayStation 2']
11966,['PSP']
11967,['PC']
11968,['PC']
11969,['PlayStation 4']
11970,['3DS']
11971,['DS']
11972,['PC']
11973,['PC']
11974,['Wii']
11975,['PlayStation 3']
11976,['PlayStation 2']
11977,['Game Boy Advance']
11978,['PlayStation 3']
11979,['PlayStation Vita']
11980,['PC']
11981,['PC']
11982,['PlayStation 2']
11983,['3DS']
11984,['PlayStation 4']
11985,['PC']
11986,['PC']
11987,['PC']
11988,['Wii']
11989,['PlayStation 2']
11990,['PC']
11991,['Game Boy Advance']
11992,['PC']
11993,['Xbox']
11994,['PC']
11995,['Nintendo Switch']
11996,['GameCube']
11997,['3DS']
11998,['PC']
11999,['PC']
12000,['PC']
12001,['PlayStation Vita']
12002,['PlayStation 4']
12003,['PlayStation']
12004,['PlayStation 4']
12005,['iOS (iPhone/iPad)']
12006,['Nintendo Switch']
12007,['PC']
12008,['PC']
12009,['3DS']
12010,['PlayStation 3']
12011,['Game Boy Advance']
12012,['PlayStation 5']
12013,['PC']
12014,['PlayStation 3']
12015,['Xbox One']
12016,['iOS (iPhone/iPad)']
12017,['Game Boy Advance']
12018,['3DS']
12019,['PlayStation 2']
12020,['iOS (iPhone/iPad)']
12021,['Xbox 360']
12022,['PC']
12023,['PC']
12024,['iOS (iPhone/iPad)']
12025,['PlayStation 4']
12026,['PlayStation 3']
12027,['PC']
12028,['Xbox 360']
12029,['PC']
12030,['PlayStation 4']
12031,['PC']
12032,['PC']
12033,['PC']
12034,['PlayStation 3']
12035,['Xbox One']
12036,['Xbox']
12037,['PC']
12038,['Nintendo Switch']
12039,['PlayStation 2']
12040,['PC']
12041,['PC']
12042,['PC']
12043,['PC']
12044,['Game Boy Advance']
12045,['PC']
12046,['PlayStation Vita']
12047,['PlayStation 2']
12048,['PC']
12049,['Xbox 360']
12050,['Game Boy Advance']
12051,['Game Boy Advance']
12052,['Xbox 360']
12054,['PC']
12055,['DS']
12056,['PC']
12057,['PlayStation 3']
12058,['PlayStation 3']
12059,['PC']
12060,['DS']
12061,['PSP']
12062,['PlayStation 4']
12063,['Nintendo Switch']
12064,['Nintendo 64']
12065,['3DS']
12066,['PC']
12067,['iOS (iPhone/iPad)']
12068,['PlayStation 2']
12069,['DS']
12070,['PlayStation 4']
12071,['Xbox Series X']
12072,['iOS (iPhone/iPad)']
12073,['PC']
12074,['Nintendo Switch']
12075,['PlayStation 3']
12076,['3DS']
12077,['PlayStation 2']
12078,['iOS (iPhone/iPad)']
12079,['PlayStation 4']
12080,['PlayStation 5']
12081,['3DS']
12082,['PC']
12083,['PC']
12084,['PC']
12085,['Nintendo Switch']
12086,['iOS (iPhone/iPad)']
12087,['PlayStation Vita']
12088,['Xbox Series X']
12089,['PC']
12090,['PlayStation 2']
12091,['PSP']
12092,['iOS (iPhone/iPad)']
12093,['Xbox 360']
12094,['PlayStation 3']
12095,['PlayStation 2']
12096,['Xbox 360']
12097,['PC']
12098,['Wii']
12099,['PC']
12100,['PSP']
12101,['PC']
12102,['iOS (iPhone/iPad)']
12103,['PlayStation 3']
12104,['DS']
12105,['Xbox One']
12106,['Xbox 360']
12107,['PC']
12108,['Nintendo Switch']
12109,['PlayStation 4']
12110,['PlayStation 2']
12111,['Game Boy Advance']
12112,['Xbox']
12113,['PlayStation 4']
12114,['PlayStation 4']
12115,['PlayStation 2']
12116,['PC']
12117,['PC']
12118,['PC']
12119,['PlayStation 4']
12120,['Xbox']
12121,['GameCube']
12122,['PC']
12123,['DS']
12124,['Wii']
12125,['PlayStation 4']
12126,['PC']
12127,['PlayStation 2']
12128,['Xbox 360']
12129,['PC']
12130,['PC']
12131,['iOS (iPhone/iPad)']
12132,['PlayStation 4']
12133,['PlayStation 4']
12134,['PC']
12135,['DS']
12136,['PC']
12137,['Xbox One']
12138,['3DS']
12139,['PlayStation 5']
12140,['iOS (iPhone/iPad)']
12141,['PC']
12142,['Wii']
12143,['Xbox 360']
12144,['PlayStation 4']
12145,['PlayStation 4']
12146,['PC']
12147,['PC']
12148,['Xbox']
12149,['Xbox 360']
12150,['PC']
12151,['Xbox 360']
12152,['Xbox 360']
12153,['DS']
12154,['3DS']
12155,['GameCube']
12156,['Game Boy Advance']
12157,['Nintendo Switch']
12158,['PC']
12159,['PC']
12160,['PC']
12161,['Xbox 360']
12162,['Xbox']
12163,['PC']
12164,['PlayStation']
12165,['PlayStation 4']
12166,['Nintendo Switch']
12167,['PC']
12168,['PC']
12169,['PC']
12170,['PC']
12171,['PC']
12172,['PC']
12173,['iOS (iPhone/iPad)']
12174,['PlayStation 3']
12175,['PC']
12176,['PC']
12177,['PC']
12178,['iOS (iPhone/iPad)']
12179,['PlayStation 4']
12180,['Xbox 360']
12181,['PC']
12182,['PlayStation 2']
12183,['PC']
12184,['iOS (iPhone/iPad)']
12185,['PlayStation 4']
12186,['Wii U']
12187,['iOS (iPhone/iPad)']
12188,['3DS']
12189,['PSP']
12190,['Game Boy Advance']
12191,['PC']
12192,['PC']
12193,['PlayStation 2']
12194,['PlayStation 2']
12195,['iOS (iPhone/iPad)']
12196,['PC']
12197,['PC']
12198,['PlayStation 4']
12199,['Xbox 360']
12200,['PC']
12201,['PC']
12202,['PlayStation 4']
12203,['PC']
12204,['PlayStation 2']
12205,['PC']
12206,['PC']
12207,['PC']
12208,['PlayStation 2']
12209,['PlayStation 3']
12210,['Nintendo Switch']
12211,['Wii']
12212,['Game Boy Advance']
12213,['PC']
12214,['Nintendo Switch']
12215,['PlayStation 3']
12216,['PC']
12217,['Xbox One']
12218,['PC']
12219,['PlayStation 4']
12220,['Nintendo Switch']
12221,['DS']
12222,['PC']
12223,['PC']
12224,['PC']
12225,['PC']
12226,['Game Boy Advance']
12227,['PC']
12228,['PC']
12229,['Wii']
12230,['PC']
12231,['Wii']
12232,['PC']
12233,['Xbox 360']
12234,['Xbox 360']
12235,['DS']
12236,['PSP']
12237,['PC']
12238,['PC']
12239,['PC']
12240,['PC']
12241,['iOS (iPhone/iPad)']
12242,['Xbox 360']
12243,['iOS (iPhone/iPad)']
12244,['PlayStation']
12245,['PC']
12246,['iOS (iPhone/iPad)']
12247,['PC']
12248,['iOS (iPhone/iPad)']
12249,['iOS (iPhone/iPad)']
12250,['PC']
12251,['Xbox 360']
12252,['PlayStation 5']
12253,['PC']
12254,['PC']
12255,['PC']
12256,['GameCube']
12257,['PlayStation 3']
12258,['Xbox']
12259,['Wii']
12260,['PlayStation 3']
12261,['PlayStation 2']
12262,['Nintendo Switch']
12263,['Game Boy Advance']
12264,['PC']
12265,['PC']
12266,['DS']
12267,['PlayStation']
12268,['DS']
12269,['PlayStation 4']
12270,['DS']
12271,['Xbox 360']
12272,['Xbox One']
12273,['3DS']
12274,['PC']
12275,['PC']
12276,['PC']
12277,['Nintendo Switch']
12278,['iOS (iPhone/iPad)']
12279,['PlayStation 3']
12280,['PC']
12281,['PC']
12282,['Xbox 360']
12283,['3DS']
12284,['Nintendo Switch']
12285,['iOS (iPhone/iPad)']
12286,['PlayStation 2']
